Transaction_ID,Items
2004,"Paneer Tikka, Naan, Coke, French Fries"
2005,"Samosa, Tea"
2006,"Sandwich, Cold Coffee"
2007,"Biryani, Raita, Gulab Jamun, Soup"
2008,"Vada Pav, Tea, Donut"
2009,"Ice Cream, Brownie, Soup"
2010,"Noodles, Manchurian, Sprite"
2011,"Biryani, Raita, Gulab Jamun, Pastry"
2012,"Biryani, Raita, Gulab Jamun"
2013,"Chole Bhature, Lassi, Falooda"
2014,"Pasta, Garlic Bread, Coke"
2015,"Samosa, Tea, Orange Juice"
2016,"Burger, Fries, Coke, Papad"
2017,"Coffee, Brownie"
2018,"Idli, Sambar, Filter Coffee"
2019,"Ice Cream, Brownie"
2020,"Ice Cream, Brownie"
2021,"Ice Cream, Brownie, Muffin"
2022,"Rasgulla, Tea"
2023,"Ice Cream, Brownie, Papad"
2024,"Momos, Pepsi"
2025,"Biryani, Raita, Gulab Jamun"
2026,"Pav Bhaji, Lassi"
2027,"Samosa, Tea, French Fries"
2028,"Noodles, Manchurian, Sprite"
2029,"Samosa, Tea, Donut"
2030,"Ice Cream, Brownie, Donut"
2031,"Momos, Pepsi, Sweet Corn"
2032,"Pasta, Garlic Bread, Coke"
2033,"Burger, Fries, Coke"
2034,"Veg Fried Rice, Spring Roll, Sprite"
2035,"Ice Cream, Brownie"
2036,"Hot Dog, Veg Burger, Coke, Soup"
2037,"Chole Bhature, Lassi, Mineral Water"
2038,"Paneer Tikka, Naan, Coke"
2039,"Noodles, Manchurian, Sprite"
2040,"Kachori, Jalebi, Tea"
2041,"Sandwich, Cold Coffee, Milkshake"
2042,"Paneer Tikka, Naan, Coke, Mineral Water"
2043,"Masala Dosa, Filter Coffee, Chocolate Cake"
2044,"Idli, Sambar, Filter Coffee"
2045,"Sandwich, Cold Coffee"
2046,"Momos, Pepsi, French Fries"
2047,"Samosa, Tea, French Fries"
2048,"Masala Dosa, Filter Coffee"
2049,"Pasta, Garlic Bread, Coke, Muffin"
2050,"Burger, Fries, Coke, Pastry"
2051,"Burger, Fries, Coke"
2052,"Coffee, Brownie"
2053,"Momos, Pepsi"
2054,"Idli, Sambar, Filter Coffee"
2055,"Pizza, Garlic Bread, Pepsi, Pastry"
2056,"Pizza, Garlic Bread, Pepsi, Soup"
2057,"Biryani, Raita, Gulab Jamun"
2058,"Masala Dosa, Filter Coffee, Milkshake"
2059,"Chole Bhature, Lassi"
2060,"Vada Pav, Tea"
2061,"Hot Dog, Veg Burger, Coke"
2062,"Idli, Sambar, Filter Coffee, Salad"
2063,"Veg Fried Rice, Spring Roll, Sprite"
2064,"Vada Pav, Tea"
2065,"Veg Fried Rice, Spring Roll, Sprite"
2066,"Pasta, Garlic Bread, Coke"
2067,"Masala Dosa, Filter Coffee"
2068,"Pizza, Garlic Bread, Pepsi"
2069,"Ice Cream, Brownie"
2070,"Sandwich, Cold Coffee"
2071,"Pasta, Garlic Bread, Coke, Salad"
2072,"Veg Fried Rice, Spring Roll, Sprite"
2073,"Hot Dog, Veg Burger, Coke"
2074,"Coffee, Brownie, Milkshake"
2075,"Rasgulla, Tea, Falooda"
2076,"Burger, Fries, Coke"
2077,"Rasgulla, Tea"
2078,"Momos, Pepsi"
2079,"Samosa, Tea"
2080,"Biryani, Raita, Gulab Jamun, Donut"
2081,"Biryani, Raita, Gulab Jamun"
2082,"Coffee, Brownie"
2083,"Pizza, Garlic Bread, Pepsi, Pastry"
2084,"Ice Cream, Brownie"
2085,"Samosa, Tea"
2086,"Coffee, Brownie"
2087,"Pav Bhaji, Lassi"
2088,"Idli, Sambar, Filter Coffee"
2089,"Burger, Fries, Coke"
2090,"Pav Bhaji, Lassi"
2091,"Sandwich, Cold Coffee"
2092,"Momos, Pepsi"
2093,"Ice Cream, Brownie, Donut"
2094,"Veg Fried Rice, Spring Roll, Sprite"
2095,"Ice Cream, Brownie, Muffin"
2096,"Sandwich, Cold Coffee"
2097,"Kachori, Jalebi, Tea"
2098,"Ice Cream, Brownie, Fruit Salad"
2099,"Samosa, Tea"
2100,"Sandwich, Cold Coffee"
2101,"Idli, Sambar, Filter Coffee, Fruit Salad"
2102,"Chole Bhature, Lassi"
2103,"Burger, Fries, Coke"
2104,"Pav Bhaji, Lassi"
2105,"Hot Dog, Veg Burger, Coke, Mineral Water"
2106,"Ice Cream, Brownie"
2107,"Veg Fried Rice, Spring Roll, Sprite"
2108,"Momos, Pepsi"
2109,"Samosa, Tea"
2110,"Coffee, Brownie"
2111,"Coffee, Brownie, Fruit Salad"
2112,"Biryani, Raita, Gulab Jamun, Pastry"
2113,"Masala Dosa, Filter Coffee"
2114,"Veg Fried Rice, Spring Roll, Sprite, Lemon Soda"
2115,"Vada Pav, Tea, Soup"
2116,"Momos, Pepsi"
2117,"Rasgulla, Tea, Papad"
2118,"Hot Dog, Veg Burger, Coke"
2119,"Biryani, Raita, Gulab Jamun, Lemon Soda"
2120,"Momos, Pepsi"
2121,"Biryani, Raita, Gulab Jamun"
2122,"Pizza, Garlic Bread, Pepsi"
2123,"Paneer Tikka, Naan, Coke"
2124,"Pizza, Garlic Bread, Pepsi"
2125,"Sandwich, Cold Coffee"
2126,"Biryani, Raita, Gulab Jamun"
2127,"Biryani, Raita, Gulab Jamun"
2128,"Noodles, Manchurian, Sprite, Falooda"
2129,"Ice Cream, Brownie"
2130,"Veg Fried Rice, Spring Roll, Sprite"
2131,"Hot Dog, Veg Burger, Coke"
2132,"Masala Dosa, Filter Coffee"
2133,"Ice Cream, Brownie"
2134,"Vada Pav, Tea"
2135,"Rasgulla, Tea"
2136,"Idli, Sambar, Filter Coffee"
2137,"Paneer Tikka, Naan, Coke"
2138,"Masala Dosa, Filter Coffee"
2139,"Ice Cream, Brownie"
2140,"Coffee, Brownie"
2141,"Ice Cream, Brownie"
2142,"Idli, Sambar, Filter Coffee"
2143,"Coffee, Brownie"
2144,"Coffee, Brownie"
2145,"Paneer Tikka, Naan, Coke"
2146,"Paneer Tikka, Naan, Coke"
2147,"Coffee, Brownie"
2148,"Rasgulla, Tea"
2149,"Chole Bhature, Lassi"
2150,"Sandwich, Cold Coffee"
2151,"Idli, Sambar, Filter Coffee"
2152,"Chole Bhature, Lassi, Salad"
2153,"Pasta, Garlic Bread, Coke"
2154,"Noodles, Manchurian, Sprite, Curd"
2155,"Burger, Fries, Coke, Falooda"
2156,"Veg Fried Rice, Spring Roll, Sprite"
2157,"Burger, Fries, Coke"
2158,"Sandwich, Cold Coffee"
2159,"Noodles, Manchurian, Sprite"
2160,"Rasgulla, Tea, Salad"
2161,"Idli, Sambar, Filter Coffee"
2162,"Samosa, Tea, Falooda"
2163,"Hot Dog, Veg Burger, Coke, Curd"
2164,"Biryani, Raita, Gulab Jamun"
2165,"Rasgulla, Tea"
2166,"Biryani, Raita, Gulab Jamun"
2167,"Momos, Pepsi, Chocolate Cake"
2168,"Kachori, Jalebi, Tea"
2169,"Pizza, Garlic Bread, Pepsi"
2170,"Rasgulla, Tea"
2171,"Pizza, Garlic Bread, Pepsi"
2172,"Coffee, Brownie, Sweet Corn"
2173,"Paneer Tikka, Naan, Coke"
2174,"Vada Pav, Tea"
2175,"Hot Dog, Veg Burger, Coke"
2176,"Kachori, Jalebi, Tea"
2177,"Chole Bhature, Lassi, Fruit Salad"
2178,"Pizza, Garlic Bread, Pepsi, Pastry"
2179,"Coffee, Brownie"
2180,"Hot Dog, Veg Burger, Coke, Soup"
2181,"Idli, Sambar, Filter Coffee"
2182,"Rasgulla, Tea"
2183,"Hot Dog, Veg Burger, Coke"
2184,"Chole Bhature, Lassi, Pickle"
2185,"Biryani, Raita, Gulab Jamun"
2186,"Pizza, Garlic Bread, Pepsi"
2187,"Sandwich, Cold Coffee, Fruit Salad"
2188,"Paneer Tikka, Naan, Coke"
2189,"Samosa, Tea"
2190,"Momos, Pepsi"
2191,"Momos, Pepsi"
2192,"Rasgulla, Tea, Fruit Salad"
2193,"Hot Dog, Veg Burger, Coke, Milkshake"
2194,"Paneer Tikka, Naan, Coke, Mineral Water"
2195,"Vada Pav, Tea"
2196,"Paneer Tikka, Naan, Coke"
2197,"Veg Fried Rice, Spring Roll, Sprite, French Fries"
2198,"Pasta, Garlic Bread, Coke, Papad"
2199,"Kachori, Jalebi, Tea"
2200,"Idli, Sambar, Filter Coffee"
2201,"Idli, Sambar, Filter Coffee, Falooda"
2202,"Veg Fried Rice, Spring Roll, Sprite"
2203,"Samosa, Tea"
2204,"Biryani, Raita, Gulab Jamun, Salad"
2205,"Hot Dog, Veg Burger, Coke"
2206,"Samosa, Tea"
2207,"Pasta, Garlic Bread, Coke, Chocolate Cake"
2208,"Pasta, Garlic Bread, Coke"
2209,"Burger, Fries, Coke, Lemon Soda"
2210,"Veg Fried Rice, Spring Roll, Sprite"
2211,"Sandwich, Cold Coffee"
2212,"Kachori, Jalebi, Tea"
2213,"Samosa, Tea"
2214,"Burger, Fries, Coke"
2215,"Noodles, Manchurian, Sprite, Orange Juice"
2216,"Pizza, Garlic Bread, Pepsi, Milkshake"
2217,"Pizza, Garlic Bread, Pepsi"
2218,"Burger, Fries, Coke, Milkshake"
2219,"Pav Bhaji, Lassi"
2220,"Burger, Fries, Coke, Soup"
2221,"Hot Dog, Veg Burger, Coke"
2222,"Noodles, Manchurian, Sprite"
2223,"Vada Pav, Tea"
2224,"Momos, Pepsi"
2225,"Ice Cream, Brownie, Lemon Soda"
2226,"Noodles, Manchurian, Sprite"
2227,"Ice Cream, Brownie"
2228,"Burger, Fries, Coke, Fruit Salad"
2229,"Pasta, Garlic Bread, Coke, Soup"
2230,"Masala Dosa, Filter Coffee, Papad"
2231,"Pav Bhaji, Lassi"
2232,"Hot Dog, Veg Burger, Coke"
2233,"Noodles, Manchurian, Sprite, Salad"
2234,"Sandwich, Cold Coffee"
2235,"Burger, Fries, Coke"
2236,"Sandwich, Cold Coffee, Pickle"
2237,"Chole Bhature, Lassi"
2238,"Biryani, Raita, Gulab Jamun"
2239,"Noodles, Manchurian, Sprite"
2240,"Kachori, Jalebi, Tea"
2241,"Hot Dog, Veg Burger, Coke"
2242,"Rasgulla, Tea, Curd"
2243,"Kachori, Jalebi, Tea, Pastry"
2244,"Veg Fried Rice, Spring Roll, Sprite"
2245,"Rasgulla, Tea"
2246,"Veg Fried Rice, Spring Roll, Sprite"
2247,"Pasta, Garlic Bread, Coke"
2248,"Noodles, Manchurian, Sprite"
2249,"Paneer Tikka, Naan, Coke"
2250,"Samosa, Tea"
2251,"Rasgulla, Tea"
2252,"Coffee, Brownie, Chocolate Cake"
2253,"Masala Dosa, Filter Coffee, Pastry"
2254,"Burger, Fries, Coke"
2255,"Paneer Tikka, Naan, Coke"
2256,"Pasta, Garlic Bread, Coke"
2257,"Sandwich, Cold Coffee, Lemon Soda"
2258,"Vada Pav, Tea, French Fries"
2259,"Kachori, Jalebi, Tea"
2260,"Kachori, Jalebi, Tea"
2261,"Hot Dog, Veg Burger, Coke"
2262,"Hot Dog, Veg Burger, Coke"
2263,"Pav Bhaji, Lassi, Donut"
2264,"Samosa, Tea"
2265,"Kachori, Jalebi, Tea"
2266,"Pav Bhaji, Lassi, Soup"
2267,"Momos, Pepsi"
2268,"Masala Dosa, Filter Coffee, Salad"
2269,"Paneer Tikka, Naan, Coke"
2270,"Burger, Fries, Coke"
2271,"Paneer Tikka, Naan, Coke, Lemon Soda"
2272,"Veg Fried Rice, Spring Roll, Sprite, Muffin"
2273,"Kachori, Jalebi, Tea"
2274,"Coffee, Brownie"
2275,"Hot Dog, Veg Burger, Coke"
2276,"Pizza, Garlic Bread, Pepsi"
2277,"Chole Bhature, Lassi"
2278,"Chole Bhature, Lassi"
2279,"Rasgulla, Tea"
2280,"Noodles, Manchurian, Sprite"
2281,"Pizza, Garlic Bread, Pepsi"
2282,"Idli, Sambar, Filter Coffee"
2283,"Pizza, Garlic Bread, Pepsi"
2284,"Hot Dog, Veg Burger, Coke"
2285,"Chole Bhature, Lassi"
2286,"Pizza, Garlic Bread, Pepsi"
2287,"Noodles, Manchurian, Sprite"
2288,"Pizza, Garlic Bread, Pepsi, Muffin"
2289,"Chole Bhature, Lassi"
2290,"Pasta, Garlic Bread, Coke"
2291,"Paneer Tikka, Naan, Coke, Salad"
2292,"Noodles, Manchurian, Sprite"
2293,"Idli, Sambar, Filter Coffee"
2294,"Idli, Sambar, Filter Coffee, Fruit Salad"
2295,"Vada Pav, Tea, Pastry"
2296,"Chole Bhature, Lassi"
2297,"Idli, Sambar, Filter Coffee, Muffin"
2298,"Rasgulla, Tea"
2299,"Veg Fried Rice, Spring Roll, Sprite"
2300,"Biryani, Raita, Gulab Jamun, Orange Juice"
2301,"Vada Pav, Tea, Muffin"
2302,"Pav Bhaji, Lassi, Soup"
2303,"Noodles, Manchurian, Sprite"
2304,"Masala Dosa, Filter Coffee"
2305,"Chole Bhature, Lassi, Orange Juice"
2306,"Coffee, Brownie"
2307,"Samosa, Tea, Pastry"
2308,"Masala Dosa, Filter Coffee"
2309,"Pizza, Garlic Bread, Pepsi"
2310,"Pasta, Garlic Bread, Coke"
2311,"Idli, Sambar, Filter Coffee, Orange Juice"
2312,"Vada Pav, Tea"
2313,"Veg Fried Rice, Spring Roll, Sprite, Milkshake"
2314,"Burger, Fries, Coke"
2315,"Momos, Pepsi"
2316,"Burger, Fries, Coke"
2317,"Momos, Pepsi, Donut"
2318,"Idli, Sambar, Filter Coffee"
2319,"Biryani, Raita, Gulab Jamun"
2320,"Burger, Fries, Coke, Milkshake"
2321,"Kachori, Jalebi, Tea"
2322,"Veg Fried Rice, Spring Roll, Sprite, Pastry"
2323,"Pizza, Garlic Bread, Pepsi"
2324,"Pizza, Garlic Bread, Pepsi, Salad"
2325,"Rasgulla, Tea"
2326,"Pasta, Garlic Bread, Coke, Mineral Water"
2327,"Pizza, Garlic Bread, Pepsi, Orange Juice"
2328,"Masala Dosa, Filter Coffee"
2329,"Kachori, Jalebi, Tea"
2330,"Kachori, Jalebi, Tea"
2331,"Ice Cream, Brownie, Muffin"
2332,"Rasgulla, Tea"
2333,"Pizza, Garlic Bread, Pepsi, Curd"
2334,"Coffee, Brownie"
2335,"Chole Bhature, Lassi"
2336,"Paneer Tikka, Naan, Coke"
2337,"Biryani, Raita, Gulab Jamun, Pastry"
2338,"Vada Pav, Tea"
2339,"Sandwich, Cold Coffee, Sweet Corn"
2340,"Noodles, Manchurian, Sprite, Lemon Soda"
2341,"Kachori, Jalebi, Tea, Fruit Salad"
2342,"Biryani, Raita, Gulab Jamun"
2343,"Kachori, Jalebi, Tea"
2344,"Pasta, Garlic Bread, Coke"
2345,"Coffee, Brownie, Papad"
2346,"Samosa, Tea"
2347,"Momos, Pepsi"
2348,"Momos, Pepsi"
2349,"Masala Dosa, Filter Coffee"
2350,"Hot Dog, Veg Burger, Coke"
2351,"Veg Fried Rice, Spring Roll, Sprite, French Fries"
2352,"Idli, Sambar, Filter Coffee"
2353,"Vada Pav, Tea"
2354,"Veg Fried Rice, Spring Roll, Sprite"
2355,"Paneer Tikka, Naan, Coke"
2356,"Coffee, Brownie, Lemon Soda"
2357,"Burger, Fries, Coke"
2358,"Pasta, Garlic Bread, Coke, Mineral Water"
2359,"Pasta, Garlic Bread, Coke, Pickle"
2360,"Burger, Fries, Coke, Pickle"
2361,"Coffee, Brownie"
2362,"Rasgulla, Tea"
2363,"Burger, Fries, Coke"
2364,"Veg Fried Rice, Spring Roll, Sprite, Pickle"
2365,"Momos, Pepsi"
2366,"Pizza, Garlic Bread, Pepsi"
2367,"Momos, Pepsi, Muffin"
2368,"Ice Cream, Brownie"
2369,"Idli, Sambar, Filter Coffee"
2370,"Paneer Tikka, Naan, Coke"
2371,"Pizza, Garlic Bread, Pepsi"
2372,"Pasta, Garlic Bread, Coke"
2373,"Coffee, Brownie"
2374,"Burger, Fries, Coke, Pickle"
2375,"Pav Bhaji, Lassi, Pastry"
2376,"Sandwich, Cold Coffee"
2377,"Coffee, Brownie"
2378,"Ice Cream, Brownie"
2379,"Rasgulla, Tea"
2380,"Masala Dosa, Filter Coffee"
2381,"Pasta, Garlic Bread, Coke"
2382,"Coffee, Brownie"
2383,"Sandwich, Cold Coffee"
2384,"Momos, Pepsi"
2385,"Pav Bhaji, Lassi"
2386,"Pasta, Garlic Bread, Coke, Curd"
2387,"Masala Dosa, Filter Coffee, Salad"
2388,"Veg Fried Rice, Spring Roll, Sprite"
2389,"Idli, Sambar, Filter Coffee"
2390,"Momos, Pepsi"
2391,"Samosa, Tea, Donut"
2392,"Noodles, Manchurian, Sprite, Pickle"
2393,"Samosa, Tea"
2394,"Vada Pav, Tea"
2395,"Noodles, Manchurian, Sprite"
2396,"Samosa, Tea, Salad"
2397,"Idli, Sambar, Filter Coffee"
2398,"Noodles, Manchurian, Sprite, Curd"
2399,"Pizza, Garlic Bread, Pepsi"
2400,"Kachori, Jalebi, Tea"
2401,"Coffee, Brownie"
2402,"Pizza, Garlic Bread, Pepsi, Curd"
2403,"Burger, Fries, Coke"
2404,"Pasta, Garlic Bread, Coke"
2405,"Veg Fried Rice, Spring Roll, Sprite, Lemon Soda"
2406,"Pasta, Garlic Bread, Coke, Pickle"
2407,"Idli, Sambar, Filter Coffee"
2408,"Sandwich, Cold Coffee, Milkshake"
2409,"Vada Pav, Tea, Fruit Salad"
2410,"Vada Pav, Tea, Papad"
2411,"Ice Cream, Brownie, Pastry"
2412,"Pasta, Garlic Bread, Coke"
2413,"Masala Dosa, Filter Coffee, Pickle"
2414,"Ice Cream, Brownie"
2415,"Samosa, Tea, Salad"
2416,"Vada Pav, Tea"
2417,"Biryani, Raita, Gulab Jamun"
2418,"Masala Dosa, Filter Coffee"
2419,"Rasgulla, Tea"
2420,"Idli, Sambar, Filter Coffee"
2421,"Pasta, Garlic Bread, Coke, Lemon Soda"
2422,"Ice Cream, Brownie, Muffin"
2423,"Rasgulla, Tea, Muffin"
2424,"Vada Pav, Tea"
2425,"Idli, Sambar, Filter Coffee"
2426,"Hot Dog, Veg Burger, Coke, Milkshake"
2427,"Pav Bhaji, Lassi"
2428,"Coffee, Brownie"
2429,"Coffee, Brownie"
2430,"Burger, Fries, Coke, Chocolate Cake"
2431,"Pav Bhaji, Lassi"
2432,"Masala Dosa, Filter Coffee, Papad"
2433,"Kachori, Jalebi, Tea"
2434,"Noodles, Manchurian, Sprite, Chocolate Cake"
2435,"Coffee, Brownie"
2436,"Biryani, Raita, Gulab Jamun"
2437,"Ice Cream, Brownie"
2438,"Rasgulla, Tea"
2439,"Kachori, Jalebi, Tea, Orange Juice"
2440,"Momos, Pepsi"
2441,"Coffee, Brownie, Sweet Corn"
2442,"Paneer Tikka, Naan, Coke"
2443,"Coffee, Brownie"
2444,"Hot Dog, Veg Burger, Coke, Mineral Water"
2445,"Rasgulla, Tea"
2446,"Vada Pav, Tea"
2447,"Idli, Sambar, Filter Coffee, Chocolate Cake"
2448,"Idli, Sambar, Filter Coffee, Soup"
2449,"Biryani, Raita, Gulab Jamun"
2450,"Kachori, Jalebi, Tea"
2451,"Chole Bhature, Lassi, Salad"
2452,"Biryani, Raita, Gulab Jamun, Pastry"
2453,"Rasgulla, Tea"
2454,"Burger, Fries, Coke"
2455,"Samosa, Tea"
2456,"Pasta, Garlic Bread, Coke"
2457,"Rasgulla, Tea"
2458,"Veg Fried Rice, Spring Roll, Sprite"
2459,"Coffee, Brownie, Curd"
2460,"Paneer Tikka, Naan, Coke"
2461,"Pav Bhaji, Lassi"
2462,"Rasgulla, Tea, Fruit Salad"
2463,"Chole Bhature, Lassi"
2464,"Pasta, Garlic Bread, Coke, Salad"
2465,"Burger, Fries, Coke"
2466,"Pav Bhaji, Lassi, Curd"
2467,"Burger, Fries, Coke, Soup"
2468,"Coffee, Brownie"
2469,"Chole Bhature, Lassi"
2470,"Ice Cream, Brownie, Orange Juice"
2471,"Momos, Pepsi, Soup"
2472,"Pav Bhaji, Lassi"
2473,"Samosa, Tea, Pastry"
2474,"Samosa, Tea, French Fries"
2475,"Samosa, Tea"
2476,"Momos, Pepsi"
2477,"Samosa, Tea, Sweet Corn"
2478,"Idli, Sambar, Filter Coffee"
2479,"Kachori, Jalebi, Tea"
2480,"Kachori, Jalebi, Tea, Fruit Salad"
2481,"Paneer Tikka, Naan, Coke"
2482,"Idli, Sambar, Filter Coffee"
2483,"Hot Dog, Veg Burger, Coke, French Fries"
2484,"Rasgulla, Tea"
2485,"Hot Dog, Veg Burger, Coke"
2486,"Sandwich, Cold Coffee"
2487,"Ice Cream, Brownie"
2488,"Pizza, Garlic Bread, Pepsi"
2489,"Rasgulla, Tea"
2490,"Pav Bhaji, Lassi, Donut"
2491,"Biryani, Raita, Gulab Jamun, Fruit Salad"
2492,"Sandwich, Cold Coffee"
2493,"Biryani, Raita, Gulab Jamun"
2494,"Kachori, Jalebi, Tea, Donut"
2495,"Biryani, Raita, Gulab Jamun"
2496,"Ice Cream, Brownie"
2497,"Pasta, Garlic Bread, Coke"
2498,"Coffee, Brownie"
2499,"Burger, Fries, Coke"
2500,"Noodles, Manchurian, Sprite"
2501,"Rasgulla, Tea"
2502,"Paneer Tikka, Naan, Coke"
2503,"Pasta, Garlic Bread, Coke, Salad"
2504,"Kachori, Jalebi, Tea"
2505,"Rasgulla, Tea, Donut"
2506,"Rasgulla, Tea, Salad"
2507,"Pasta, Garlic Bread, Coke"
2508,"Kachori, Jalebi, Tea, Donut"
2509,"Biryani, Raita, Gulab Jamun, Mineral Water"
2510,"Sandwich, Cold Coffee, Milkshake"
2511,"Sandwich, Cold Coffee"
2512,"Burger, Fries, Coke"
2513,"Kachori, Jalebi, Tea, Pastry"
2514,"Idli, Sambar, Filter Coffee"
2515,"Masala Dosa, Filter Coffee, Falooda"
2516,"Momos, Pepsi, Fruit Salad"
2517,"Pizza, Garlic Bread, Pepsi, Mineral Water"
2518,"Samosa, Tea"
2519,"Samosa, Tea"
2520,"Paneer Tikka, Naan, Coke"
2521,"Hot Dog, Veg Burger, Coke"
2522,"Masala Dosa, Filter Coffee, Papad"
2523,"Pizza, Garlic Bread, Pepsi"
2524,"Vada Pav, Tea, Muffin"
2525,"Chole Bhature, Lassi"
2526,"Momos, Pepsi"
2527,"Ice Cream, Brownie, Soup"
2528,"Momos, Pepsi, Fruit Salad"
2529,"Paneer Tikka, Naan, Coke, Muffin"
2530,"Chole Bhature, Lassi"
2531,"Noodles, Manchurian, Sprite"
2532,"Pizza, Garlic Bread, Pepsi, Papad"
2533,"Paneer Tikka, Naan, Coke"
2534,"Sandwich, Cold Coffee, Milkshake"
2535,"Vada Pav, Tea, Soup"
2536,"Idli, Sambar, Filter Coffee"
2537,"Hot Dog, Veg Burger, Coke"
2538,"Rasgulla, Tea"
2539,"Noodles, Manchurian, Sprite, Orange Juice"
2540,"Coffee, Brownie"
2541,"Burger, Fries, Coke"
2542,"Burger, Fries, Coke"
2543,"Noodles, Manchurian, Sprite, Muffin"
2544,"Pav Bhaji, Lassi, Curd"
2545,"Sandwich, Cold Coffee, French Fries"
2546,"Kachori, Jalebi, Tea, Lemon Soda"
2547,"Kachori, Jalebi, Tea"
2548,"Vada Pav, Tea, Pastry"
2549,"Chole Bhature, Lassi"
2550,"Rasgulla, Tea"
2551,"Masala Dosa, Filter Coffee"
2552,"Masala Dosa, Filter Coffee, Muffin"
2553,"Biryani, Raita, Gulab Jamun"
2554,"Sandwich, Cold Coffee"
2555,"Coffee, Brownie, Mineral Water"
2556,"Sandwich, Cold Coffee"
2557,"Chole Bhature, Lassi"
2558,"Pizza, Garlic Bread, Pepsi, Milkshake"
2559,"Masala Dosa, Filter Coffee"
2560,"Momos, Pepsi"
2561,"Veg Fried Rice, Spring Roll, Sprite"
2562,"Masala Dosa, Filter Coffee"
2563,"Vada Pav, Tea, Sweet Corn"
2564,"Veg Fried Rice, Spring Roll, Sprite"
2565,"Vada Pav, Tea"
2566,"Sandwich, Cold Coffee, Mineral Water"
2567,"Biryani, Raita, Gulab Jamun"
2568,"Sandwich, Cold Coffee"
2569,"Burger, Fries, Coke"
2570,"Samosa, Tea"
2571,"Burger, Fries, Coke"
2572,"Chole Bhature, Lassi, Pickle"
2573,"Chole Bhature, Lassi"
2574,"Noodles, Manchurian, Sprite"
2575,"Momos, Pepsi"
2576,"Chole Bhature, Lassi"
2577,"Biryani, Raita, Gulab Jamun"
2578,"Burger, Fries, Coke"
2579,"Momos, Pepsi, Papad"
2580,"Coffee, Brownie"
2581,"Chole Bhature, Lassi, Mineral Water"
2582,"Pav Bhaji, Lassi"
2583,"Coffee, Brownie, Muffin"
2584,"Pasta, Garlic Bread, Coke"
2585,"Masala Dosa, Filter Coffee"
2586,"Chole Bhature, Lassi"
2587,"Pasta, Garlic Bread, Coke"
2588,"Vada Pav, Tea"
2589,"Pav Bhaji, Lassi"
2590,"Idli, Sambar, Filter Coffee"
2591,"Samosa, Tea, French Fries"
2592,"Rasgulla, Tea, Soup"
2593,"Biryani, Raita, Gulab Jamun"
2594,"Pasta, Garlic Bread, Coke"
2595,"Idli, Sambar, Filter Coffee"
2596,"Burger, Fries, Coke, Salad"
2597,"Coffee, Brownie"
2598,"Pizza, Garlic Bread, Pepsi"
2599,"Veg Fried Rice, Spring Roll, Sprite"
2600,"Noodles, Manchurian, Sprite"
2601,"Ice Cream, Brownie, Falooda"
2602,"Biryani, Raita, Gulab Jamun, Pastry"
2603,"Momos, Pepsi"
2604,"Momos, Pepsi"
2605,"Kachori, Jalebi, Tea, Pastry"
2606,"Burger, Fries, Coke, Salad"
2607,"Pasta, Garlic Bread, Coke"
2608,"Vada Pav, Tea"
2609,"Masala Dosa, Filter Coffee"
2610,"Biryani, Raita, Gulab Jamun"
2611,"Vada Pav, Tea, Falooda"
2612,"Biryani, Raita, Gulab Jamun"
2613,"Paneer Tikka, Naan, Coke, Soup"
2614,"Coffee, Brownie, Pastry"
2615,"Coffee, Brownie"
2616,"Veg Fried Rice, Spring Roll, Sprite"
2617,"Rasgulla, Tea, Mineral Water"
2618,"Vada Pav, Tea, Sweet Corn"
2619,"Masala Dosa, Filter Coffee"
2620,"Ice Cream, Brownie, Falooda"
2621,"Rasgulla, Tea, Chocolate Cake"
2622,"Kachori, Jalebi, Tea"
2623,"Masala Dosa, Filter Coffee, Donut"
2624,"Biryani, Raita, Gulab Jamun, Orange Juice"
2625,"Biryani, Raita, Gulab Jamun"
2626,"Rasgulla, Tea"
2627,"Paneer Tikka, Naan, Coke"
2628,"Momos, Pepsi"
2629,"Veg Fried Rice, Spring Roll, Sprite, Milkshake"
2630,"Noodles, Manchurian, Sprite"
2631,"Hot Dog, Veg Burger, Coke"
2632,"Kachori, Jalebi, Tea"
2633,"Kachori, Jalebi, Tea, Donut"
2634,"Kachori, Jalebi, Tea"
2635,"Pasta, Garlic Bread, Coke, French Fries"
2636,"Ice Cream, Brownie, Chocolate Cake"
2637,"Noodles, Manchurian, Sprite"
2638,"Kachori, Jalebi, Tea"
2639,"Ice Cream, Brownie"
2640,"Idli, Sambar, Filter Coffee"
2641,"Veg Fried Rice, Spring Roll, Sprite, Lemon Soda"
2642,"Vada Pav, Tea"
2643,"Momos, Pepsi"
2644,"Masala Dosa, Filter Coffee"
2645,"Pizza, Garlic Bread, Pepsi, Papad"
2646,"Pasta, Garlic Bread, Coke, Milkshake"
2647,"Coffee, Brownie"
2648,"Idli, Sambar, Filter Coffee, Salad"
2649,"Ice Cream, Brownie, French Fries"
2650,"Momos, Pepsi"
2651,"Biryani, Raita, Gulab Jamun"
2652,"Idli, Sambar, Filter Coffee"
2653,"Coffee, Brownie"
2654,"Coffee, Brownie, Chocolate Cake"
2655,"Coffee, Brownie, Falooda"
2656,"Paneer Tikka, Naan, Coke"
2657,"Chole Bhature, Lassi"
2658,"Biryani, Raita, Gulab Jamun"
